Title,Author,PublishDate,Content,Data,Source,Sentiment
Zarea Limited seeks Rs1bn listing on PSX,,,"KARACHI: Zarea Limited, Pakistan’s leading e-commerce marketplace for commodities, has filed for listing on the Pakistan Stock Exchange (PSX) main board, aiming to raise a minimum of Rs 1 billion. The company will offer 62.5 million shares to institutional, high-net-worth, and individual investors, subject to regulatory approvals.","The issue is priced at a Price-to-Earnings (P/E) multiple of 10.93x, representing a 52 percent discount compared to the technology sector’s industry average P/E of 22.99x on the PSX. This attractive valuation is expected to generate significant interest, potentially leading to oversubscription.
According to the prospectus, IPO funds will finance working capital requirements, enhance operational scale, support logistics expansion, and upgrade technological infrastructure. Zarea reported a remarkable revenue increase of 144 percent to Rs 281 million in FY24, with profit after tax rising to Rs 292.8 million.
The IPO’s entire issue of 62.5 million shares will be offered through book-building, with 75 percent allocated to successful bidders and 25 percent available to retail investors. The shares will be offered at a minimum price of Rs 16, with potential increase up to Rs 22.4 per share.
Copyright Business Recorder, 2024",Business Recorder,Unprocessed
Indus Motor temporarily halts operations citing inventory shortage,,"Oct 28, 2024 08:25pm","Indus Motor Company (INDU), the manufacturer/assembler of Toyota vehicles in Pakistan, has announced to suspend its operations for three days citing low inventory and a shortage of components.","The listed company shared the development in its notice to the Pakistan Stock Exchange (PSX) on Monday.
“The company is currently experiencing low levels of raw material and component inventory and is facing ongoing supply chain challenges. This has resulted in a shortage of parts and components necessary for vehicle production. As a result, the company is unable to meet its production requirements,” read the notice.
“Consequently, the company has decided to temporarily suspend operations at its production plant from October 29, 2024, to October 31, 2024, both days inclusive,” it added.
In its notice to the PSX earlier, the automakerreported a profit of Rs5.09 billionfor the quarter ended September 30, 2024 (1QFY25), an increase of 58% when compared with earnings of Rs3.22 billion in the same period of the previous year.
The company’s earnings per share (EPS) stood at Rs64.77 in 1QFY25 compared with EPS of Rs40.91 in the same period of previous year (SPPY). The board of directors also declared an interim cash dividend of Rs39 per share i.e. 390% for the quarter ended September 30, 2024.
Last month,INDU announced that its board approvedan investment of Rs1.1 billion (~$3.94 million) to enhance what it called localisation of production. The investment was in addition to an investment of Rs3 billion announced in February.
The additional investment, a part of the company’s overall plan to continuously increase localisation of parts and components of vehicles, is planned to be completed by the first quarter of calendar year, 2026.",Business Recorder,Unprocessed
Indus Motor Company’s profit up 58% at Rs5.09bn in 1QFY25,,"Oct 28, 2024 02:56pm","Indus Motor Company (IMC) reported a profit of Rs5.09 billion for the quarter ended September 30, 2024 (1QFY25), an increase of 58% when compared with earnings of Rs3.22 billion in the same period of the previous year.","As per the latest financial statements available at the Pakistan Stock Exchange (PSX) on Monday, the company’s earnings per share (EPS) stood at Rs64.77 in 1QFY25 compared with EPS of Rs40.91 in the same period of previous year (SPPY).
The board of directors also declared an interim cash dividend of Rs39 per share i.e. 390% for the quarter ended September 30, 2024.
During 1QFY25, the auto assembler posted revenue of Rs41.6 billion as compared to Rs32.7 billion in the same period of the previous year, a growth of 27%.
Amid higher revenue, the company managed to post a gross profit of Rs5.6 billion in 1QFY25, as compared to the profit of Rs3.3 billion registered in same period last year, up by 69%.
Despite auto sector’s slowdown, Indus Motor Company’s profit up 56% at Rs15.07bn in FY24
This translated into a higher profit margin of 13.4% in 1QFY25, as compared to 10.1% in SPPY.
During the period, the automaker saw its operating expenses balloon to Rs1.3 billion, up by over 40% YoY.
The company saw its profit from operations clocked in at Rs3.9 billion in 1QFY25, an increase of 82% YoY. Meanwhile, other income was up by 58%, to Rs4.5 billion in 1QFY25 from Rs2.8 billion in SPPY.
Consequently, the automaker’s profit before tax clocked in at Rs8.3 billion in 1QFY25, as compared to Rs4.9 billion in SPPY, a jump of 69%.
During 1QFY25, the company paid Rs3.2 billion in taxation, as compared to Rs1.7 billion in SPPY.",Business Recorder,Unprocessed
"Some buying momentum persists at PSX, KSE-100 settles above 90,000",,,"The Pakistan Stock Exchange (PSX) continued its record-breaking rally, with the benchmark KSE-100 Index registering new highs, briefly crossing the 91,000 level for the first time during intra-day trading on Monday.","The KSE-100 started the session positive, hitting an intra-day high of 91,054.84, followed by some selling in the second half, which trimmed intra-day gains.
However, the index still managed to close above 90,000, which is also for the first time in history.
At close, the benchmark index settled at 90,195.51, an increase of 201.55 points or 0.22%. It hit an intra-day high of 91,054.83.
Index-heavy stocks including HBL, MCB, MEBL, PPL, PSO, SNGPL and SSGC traded in the green.
The stock market has been on a record-breaking spree in recent weeks, as investors anticipate a significant policy rate cut in the upcoming Monetary Policy Committee (MPC) announcement by the State Bank of Pakistan (SBP), scheduled for next week.
Additionally, optimism is extended by corporate result announcements and favourable economic developments.
During the previous week,PSX performed extremely well and hit historic levelson the back of aggressive buying mainly by local investors and institutional support.
The KSE-100 Index surged by a massive 4,743.88 points on week-on-week basis andclosed at its then highest level in history at 89,993.97 points.
The index crossed a historic 90,000 points psychological level but failed to sustain this level due to profit-taking in some stocks.
Internationally,Mainland China stocks fell in early trade on Monday, while Hong Kong stocks barely moved as investors anxiously await potential outcomes of a key meeting at home and the U.S. presidential election due next week.
China’s blue-chip CSI300 Index eased 0.4%, while the Hong Kong benchmark Hang Seng was largely flat in early trade.
China’s top legislative body will meet from Nov. 4-8, state news agency Xinhua said on Friday, with no mention on the agenda of highly anticipated debt and other fiscal measures.
Meanwhile,the Pakistani rupee recorded a marginal declineagainst the US dollar, depreciating 0.01% in the inter-bank market on Monday. At close, the currency settled at 277.68, a loss of Re0.04 against the greenback.
Volume on the all-share index decreased to 567.26 million from 695.54 million on Friday.
The value of shares declined to Rs29.21 billion from Rs37.87 billion in the previous session.
Fauji Foods Ltd was the volume leader with 53.65 million shares, followed by K-Electric Ltd with 29.88 million shares, and Sui South Gas with 27.41 million shares.
Shares of 456 companies were traded on Monday, of which 179 registered an increase, 222 recorded a fall, while 55 remained unchanged.
",Business Recorder,Unprocessed
PSX performs extremely well,,,"KARACHI: Pakistan Stock Exchange performed extremely well and hit historic highest ever levels during the outgoing week ended on October 25, 2024 on the back of aggressive buying mainly by local investors coupled with institutional support.","The benchmark KSE-100 index surged by massive 4,743.88 points on week-on-week basis and closed at its highest level in its history at 89,993.97 points. During the week, the index crossed historic 90,000 points psychological level however failed to sustain this level due to profit taking in some stocks.
Trading activities also improved as average daily volumes on ready counter increased by 51.5 percent to 669.93 million shares during this week as compared to previous week’s average of 442.26 million shares while average daily traded value on the ready counter increased by 29.6 percent to Rs 29.09 billion during this week against previous week’s Rs 22.44 billion.
BRIndex100 soared by 556.91 points during this week to close at 9,653.93 points with average daily turnover of 579.921 million shares.
BRIndex30 increased by 1,520.54 points on week-on-week basis to close at 28,713.18 points with average daily trading volumes of 402.566 million shares.
The foreign investors however remained on the selling side and withdrew $16.355 million from the local equity market. Total market capitalization increased by Rs 512 billion during this week to Rs 11.689 trillion.
An analyst at AKD Securities said that the market remained strong throughout the week, with KSE-100 index reaching its highest-ever level, closing at 89,994points, up by 5.6 percent WoW.
This marked the highest weekly return in 27 weeks and 47th highest weekly return since the index’s inception. More importantly, KSE-30 index (price index) also reached all-time high at 28,395points.
The week started with positive momentum buoyed with settlement of political noise following the passage of stalled 26th Constitutional Amendment. Additionally, optimism extended with swing of corporate result announcements and favourable economic developments.
The rally was broad-based, with 80 out of 100 companies delivering positive returns. Leading sectors were Fertilizer, Cement, and Banks, contributing 1,312, 929, and 847points to the index, respectively, primarily due to strong annual growth in company results.
Sector-wise, cement, refinery, and mutual funds were amongst the top performers, up 18.3 percent/9.4 percent/8.7 percent, respectively. On the other hand, Modarabas, textile composites, and vanaspati & allied industries were amongst the worst performers with a decline of 12.0 percent/9.5 percent/5.0 percent.
Flow wise, major net selling was recorded by Foreigners with a net sell of $16.4million. On the other hand, mutual funds and Other Organisations absorbed most of the selling with a net buy of $12.1/8.3 million, respectively.
Company-wise, top performers during the week were KOHC (up 30.1 percent), CHCC (up 29.8 percent), AICL (up 26.4 percent), KEL (up 23.5 percent) and ATRL (up 21.1 percent), while top laggards were ILP (down 13.3 percent), PIBTL (down 11.0 percent), LOTCHEM (down 5.3 percent), IBFL (down 3.7 percent) and NESTLE (down 3.4 percent).
An analyst at JS Global Capital said that the KSE-100 index remained bullish during the week, closing at 89,994, a significant increase of 5.6 percent WoW.
The week began with the passing of the 26th Constitutional Amendment Bill in the National Assembly, securing a 2/3rd majority, followed by the nomination of Justice Yahya Afridi as the next Chief Justice of Pakistan.
Pakistan reported a current account surplus for the second consecutive month in September 2024, amounting to $119million. Net FDI for the first quarter of FY25 rose by $251million (up 48 percent YoY), totalling $771 million.
Pakistan has also formally requested $1.0 billion from the IMF as part of the climate financing fund. Additionally, discussions are underway with the Asian Infrastructure Investment Bank (AIIB) for credit enhancement for the planned Panda Bond, with an initial issue of up to $250 million.
Copyright Business Recorder, 2024",Business Recorder,Unprocessed
Futures spread down 943bps,,,KARACHI: The futures spread declined by 943bps to 9.07 percent on the last day of the outgoing week. Trading activities on the futures counter improved as average daily volumes increased by 210.6 percent to 332.10 million shares during this week as compared to previous week’s average of 106.92 million shares.,"Average daily traded value on the futures counter increased by 133.3 percent to Rs 15.09 billion during this week against previous week’s Rs 6.47 billion.
Copyright Business Recorder, 2024",Business Recorder,Unprocessed
Pakistan’s IPO market sees strong revival in 2024 with Rs8bn raised on PSX so far,,,"The IPO market in Pakistan has seen a remarkable revival in 2024, as the Pakistan Stock Exchange (PSX) witnessed five IPOs raising over Rs8 billion in the ongoing year, said Arif Habib Limited (AHL), a brokerage house, in its report on Saturday.","The figures are a stark contrast from 2023,where PSX saw just one IPO, with a meager Rs435 million of funds raised. This was the lowest amount raised in a year in the past decade and half of the previous record low of Rs800 million seen in 2013.
The current IPO market resurgence comes on the back of an “improved economic landscape and a tremendous performance by the stock,” the brokerage house said.
AHL was of the view that positive economic indicators includingdownward inflation trajectory,monetary easing, andstable currencyalongside thesuccessful negotiation of the International Monetary Fund’s (IMF) Extended Funding Facilityamounting $7 billion “have created an attractive environment for equity offerings, drawing investor interest and facilitating robust capital raising activities on the PSX.”
Pakistan’s stock market has been on a record-breaking spreein recent weeks, with the benchmark KSE-100 Index settling just shy of the landmark 90,000 level at 89,993.97 level on Friday.
During the ongoing year, the benchmark index has surged by 42.4%, “reflecting an overall positive sentiment and renewed investor interest,” said AHL. Moreover, the KSE-100 index profitability has increased by 24.4% during FY24 to a historic high level of Rs1.6 trillion, it noted.
“The positive momentum in the stock market has encouraged companies to tap into public equity markets.”
In 2024, the PSX main board welcomed new listings includingSecure Logistics, which raised Rs600 million, TPL REIT Fund-I (Rs589 million),International Packaging(Rs1,767 million),Fast Cables(Rs3,130 million) andBF Biosciences(Rs1,925 million), raising Rs8,010 million.
Meanwhile, Mughal Energy and Burj Clean Energy have been added to the GEM board, said AHL.

“Capital raised via IPOs this year reached its highest since 2021, underscoring a strong appetite for new investment opportunities in the market,” the brokerage house noted.
Apart from IPOs, 10 companies issued right shares, raising Rs18.35 billion, “showcasing a consistent demand for capital expansion across various sectors,” said AHL.
",Business Recorder,Unprocessed
PSX achieves a historic milestone,,,KARACHI: The record breaking trend continued on Pakistan Stock Exchange as the market hit new historic highest-ever level on Friday on the back of investosr strong interest coupled with institutional support.,"The benchmark KSE-100 Index surged by 1,047.98 points or 1.18 percent and closed at new highest-ever level of 89,993.97 points. The index crossed 90,000 historic level to hit 90,593.61 points intraday highest-ever level however closed at slightly lower level due to profit-taking in some stocks.
The daily trading volumes on ready counter stood at 695.544 million shares as compared to 757.648 million shares traded on Thursday while total daily traded value on the ready counter increased to Rs 37.873 billion against previous session’s Rs 36.047 billion.
BRIndex100 increased by 67.86 points or 0.71 percent to close at 9,653.93 points with total daily turnover of 586.682 million shares.
BRIndex30 closed at 28,713.18 points, down 78.06 points or 0.27 percent with total daily trading volumes of 377.895 million shares.
The market capitalization increased by Rs 97 billion to Rs 11.689 trillion. Out of total 457 active scrips, 222 closed in negative and 181 in positive while the value of 54 stocks remained unchanged.
Fauji Foods was the volume leader with 57.561 million shares and gained Rs 0.78 to close at Rs 10.01 followed by K-Electric that lost Rs 0.24 to close at Rs 4.58 with 41.399 million shares. Sui Southern Gas Company increased by Rs 1.03 to close at Rs 11.98 with 38.036 million shares.
Rafhan Maize Products Company and Unilever Pakistan Foods were the top gainers increasing by Rs 371.44 and Rs 229.44 respectively to close at Rs 7,400.00 and Rs 18,685.00 while Sapphire Textile Mills and Nestle Pakistan were the top losers declining by Rs 73.47 and Rs 59.84 respectively to close at Rs 1,101.53 and Rs 6,565.12.
Ahsan Mehanti at Arif Habib Corporation said stocks closed to new all-time high led by selected blue chip scrips in oil, banking and fertilizer sectors on strong financial results and expected major cut in SBP key policy rate next week.
He said FM affirmation for privatisation of SOEs, rationalising PSDP, $1.0 billion sought for IMF climate fund, and falling lending rates played a catalyst role in bullish activity in PSX.
BR Automobile Assembler Index declined by 183.89 points or 1.02 percent to close at 17,892.59 points with total turnover of 9.604 million shares.
BR Cement Index surged by 350.21 points or 3.83 percent to close at 9,484.00 points with 91.855 million shares.
BR Commercial Banks Index increased by 298.73 points or 1.2 percent to close at 25,277.32 points with 33.384 million shares.
BR Power Generation and Distribution Index plunged by 463.06 points or 3.0 percent to close at 14,990.52 points with 61.282 million shares.
BR Oil and Gas Index soared by 148.43 points or 1.74 percent to close at 8,664.20 points with 120.077 million shares.
BR Tech. & Comm. Index decreased by 69.66 points or 1.63 percent to close at 4,199.67 points with 88.170 million shares.
“Continuing its momentum KSE-100 Index extended its gain by 1.18 percent to close at 89,994 level, just shy of 90,000 psychological level,” an analyst at Topline Securities said.
Good corporate result announcements also provided stimulus to the market – where PSO (highest traded value wise scrip – Rs.5.09 billion) from the OMC Sector announced its 3Q2024 result announcement in at Rs 8.46, which was better than street estimate on account lower than expected inventory losses; following the result announcement it garnered investor interest to close at Rs 224.98 (up by 9.58 percent).
Copyright Business Recorder, 2024",Business Recorder,Unprocessed
PM congratulates nation,,,"ISLAMABAD: Prime Minister Shehbaz Sharif on Friday felicitated the nation as the Pakistan Stock Exchange’s 100-index exceeded the historic mark of 90,000 points.","In a statement issued by the PM Office, the prime minister said that gradual increase in the stock market since March 2024 reflected growing investor confidence in the government policies. “Such a swift surge in Pakistan’s stock market after 14 years is a result of untiring efforts of the economic team,” PM Shehbaz said.
He attributed the 36% increase in the stock market since March 2024, a significant reduction in the inflation rate and overall economic stability in the country to the efforts of the economic team.
KSE-100 closes shy of record 90,000 mark, continues winning streak amid strong buying
He said the inflation rate had eased down from 38% to 6.9% while the current account had also been in surplus for last two months.
During the previous quarter, he said the Overseas Pakistanis dispatched record remittances worth US$8.8 billion.
Similarly, the Prime Minister emphasized that the process of revising the contracts made with the Independent Power Producers (IPPs) had also been initiated to provide maximum facilitation to the power consumers.
Furthermore, he said that the long-term $7 billion facility from the International Monetary Fund (IMF) would also improve the country’s economy.
“Dreams of those wishing Pakistan fell into default have been broken,” he said adding that he had pledged with the people that he would not let the country, obtained through millions of sacrifices, fall victim to the consequences of the negligence of those who were incompetent.
He said, “We saved the country by sacrificing our politics.”
The Prime Minister hoped that more good news regarding the improvement of the economy would come in the coming days.",Business Recorder,Unprocessed
OGDC’s profit down 16% in 1QFY25 amid lower sales,,,"Oil and Gas Development Company Limited (OGDCL), the country’s largest exploration and production (E&P) company, reported a profit-after-tax (PAT) of Rs41.02 billion for the quarter ended September 30, 2024.","Earnings registered a decline of over 16% as compared to Rs49.03 billion in the same period of the previous year (SPLY), showed the E&P’s latest financial results provided to the Pakistan Stock Exchange (PSX) on Friday.
The board of directors met on October 25 to review the company’s financial and operational performance and also approved an interim cash dividend of Rs3 per share i.e. 30%.
Earnings per share (EPS) were recorded at Rs9.54 in 1QFY25 as compared to EPS of Rs11.40 in SPLY.
The decline in profit comes amid a decline in sales during the period.
OGDC’s profit down 7% in FY24 despite higher sales
During the period, ODGCL’s revenue from contracts with customers declined to Rs106.01 billion compared to Rs120.1 billion in SPLY, which is down by nearly 12%.
The E&P’s gross profit registered a drop of 16%, clocking in at Rs65.8 billion in 1QFY25, compared to Rs77.9 billion in FY23.
Resultantly, the company’s profit margin dropped to 62% in 1QFY25, as compared to 65% in same period previous year
During the period, the E&P’s saw a significant improvement of over 58% in its other income, which stood at Rs25.7 billion in 1QFY25, as compared to Rs16.3 billion in 1QFY24.
The company’s exploration and prospecting expenses increased by over 46%.
OGDCL’s share of profit in associates clocked in at Rs3.24 billion in 1QFY25, compared to Rs2.99 billion in SPLY, an increase of nearly 9%.
OGDCL profit before tax clocked in at Rs83.12 billion in 1QFY25, registering a decrease of nearly 4% year-on-year.
Consequently, the E&P paid lower income tax to the tune of Rs32.6 billion in 1QFY25, as compared to Rs37.1 billion in SPLY, a decline of over 12%.
OGDCL was incorporated on 23 October 1997 under the Companies Ordinance, 1984. The company was established to undertake exploration and development of oil and gas resources, including production and sale of oil and gas and related activities formerly carried on by Oil and Gas Development Corporation, which was established in 1961.",Business Recorder,Unprocessed
Lotte Chemical’s profit plunges 75% in 3QCY24,,"Oct 26, 2024 03:18pm","Despite higher revenue, Lotte Chemical Pakistan Limited (LOTCHEM), a subsidiary of South Korean chemical giant Lotte Chemical Corporation (LCC), saw its profit-after-tax (PAT) plunge by 75%, clocking in at Rs494.94 million for the quarter ending September 30, 2024 compared to PAT of Rs1.99 billion in same period of the previous year (SPPY).","The profit decline is attributed to a rise in the cost of sales.
The Board of Directors (BoD) of the listed company in a meeting held on Friday reviewed the company’s financial performance for the period ended on September 30, 2024.
As per the latest financials, the company’s earnings per share (EPS) stood at Re0.33 per share in 3QCY24, against Rs1.31 per share in SPLY.
LOTCHEM’s net revenue increased by over 4% to Rs24.6 billion in 3QCY24, as compared to Rs23.6 billion recorded in the previous year.
Lotte Chemical’s profit plunges 50% in 2023
However, despite higher revenues, the company’s gross profit stood at Rs1.04 billion in 3QCY24, as compared to Rs3.41 billion in SPPY, a drop of over 69%. The drop in profit comes on account of increase in cost of sales, which jumped by 17% year-on-year in 3QCY24.
Resultantly, LOTCHEM’s profit margin reduced to 4.2% in 3QCY24, in comparison to 14.5% in 3QCY23.
During the period, the company’s administrative expenses increased by 22%, reaching Rs190.6 million in 3QCY24, compared to Rs156.2 million in SPLY.
On the other hand, LOTCHEM’s other income stood at Rs274.7 million in 3QCY24, down by 61% compared to Rs700.5 million in SPPY.
Consequently, the company’s registered a profit before tax of Rs819.1 million in 3QCY24, as compared to Rs3.21 billion in SPPY, a fall of nearly 75%.
During the period, the chemical maker paid taxes to the tune of Rs324 million, as compared to Rs1.23 billion in SPPY.
Lotte Chemical Pakistan Limited was incorporated in Pakistan on 30 May 1998 under the Companies Ordinance, 1984. The principal activity of the Company is to manufacture and sale of Pure Terephthalic Acid (PTA).",Business Recorder,Unprocessed
"KSE-100 closes shy of record 90,000 mark, continues winning streak amid strong buying",,"Oct 25, 2024 02:42pm","The Pakistan Stock Exchange (PSX) witnessed another bullish session as its benchmark KSE-100 closed near the record 90,000 level after the index surpassed it for the first time during intra-day trading on Friday.","The bulls remained largely dominant in the market on Friday, helping the KSE-100 hit a record intra-day high of 90,593.61, followed by some selling in the final hours that led the index to close below 90,000.
At close, the benchmark index settled at 89,993.97, up by 1,047.98 points or 1.18%.
Earlier, buying was witnessed in index-heavy stocks including automobile assemblers, commercial banks, fertiliser, oil and gas exploration companies and OMCs. Index-heavy stocks including OGDC, PPL, SSGC, NBP and MEBL traded in the green.
The stock market has been on an upward trend in recent weeks on account of improved economic indicators and expectations of a significant policy rate cut by the State Bank of Pakistan (SBP) in its upcoming Monetary Policy Committee (MPC) meeting, which is scheduled for November 4, 2024.
Analysts anticipate apotential interest rate cutof at least 200 basis points, driven by easing inflationary pressures.
CPI inflation reading clocked in at 6.9% in September 2024 and is anticipated to remain stable in October, within an estimated range of 6.5% to 7%.
On Thursday,bulls dominated the PSXon the back of aggressive buying, mainly by local investors coupled with institutional support. The benchmark index surged by 1,751.45 points or 2.01% and closed at an all-time highest level of 88,945.99 points.
Globally, China stocks opened flat on Friday and were set to rise slightly for the week, as investors await details of Beijing’s fiscal stimulus and next month’s US election results.
China’s blue-chip CSI300 Index and the Shanghai Composite Index were little changed at the open.
Meanwhile,Japan’s Nikkei shareaverage was set to mark a second week of declines on Friday as investors weighed the risk outlooks ahead of a domestic election that could see the ruling party lose its majority.
The Nikkei fell nearly 1% to 37,771.79 by the midday break, putting the benchmark index on track for a 3% loss for the week.
The broader Topix was also down 1% at 2,609.83.
Meanwhile,the Pakistani rupee strengthenedagainst the US dollar, appreciating 0.07% in the inter-bank market on Friday. At close, the currency settled at 277.64, a gain of Re0.20 against the greenback.
Volume on the all-share index decreased to 695.54 million from 757.65 million on Thursday.
However, the value of shares rose to Rs37.87 billion from Rs36.05 billion in the previous session.
Fauji Foods Ltd was the volume leader with 57.56 million shares, followed by K-Electric Ltd with 41.40 million shares, and Sui South Gas with 38.04 million shares.
Shares of 457 companies were traded on Friday, of which 181 registered an increase, 222 recorded a fall, while 54 remained unchanged.
",Business Recorder,Unprocessed
Bulls rule the roost,,,"KARACHI: Bulls dominate the Pakistan Stock Exchange on Thursday as the market hit historic highest-ever levels on the back of aggressive buying, mainly by local investors coupled with institutional support on expectations of further cut in interest rate in the upcoming monetary policy meeting scheduled for November 4, 2024.","The benchmark KSE-100 Index surged by 1,751.45 points or 2.01 percent and closed at all-time highest level of 88,945.99 points. The index crossed 89,000 psychological level for the first time in its history to hit 89,126.16 intra-day highest ever level, however closed at slightly lower level due to profit taking in some stocks.
Trading activity also improved as daily volumes increased to 757.648 million shares as compared to 699.294 million shares traded on Wednesday. The daily traded value on the ready counter increased to Rs 36.047 billion against previous session’s Rs 26.824 billion.
BRIndex100 soared by 239.1 points or 2.56 percent to close at 9,586.07 points with daily turnover of 666.971 million shares.
BRIndex30 increased by 678.57 points or 2.41 percent to close at 28,791.24 points with daily trading volumes of 464.752 million shares.
Foreign investors however remained on the selling side and withdrew $9.654 million from the local equity market. Total market capitalization increased by Rs 174 billion to Rs 11.592 trillion. Out of total 454 active scrips, 238 closed in positive and 167 in negative while the value of 49 stocks remained unchanged.
K-Electric was the volume leader with 113.202 million shares and inched up by Rs 0.15 to close at Rs 4.82 followed by PTCL that gained Rs 0.98 to close at Rs 16.76 with 41.105 million shares. Fauji Cement increased by Rs 1.13 to close at Rs 31.46 with 23.272 million shares.
Unilever Pakistan Foods and Pakistan Tobacco Company were the top gainers increasing by Rs 191.89 and Rs 109.40 respectively to close at Rs 18,455.56 and Rs 1,203.37 while Rafhan Maize Products Company and Nestle Pakistan were the top losers declining by Rs 271.44 and Rs 156.94 respectively to close at Rs 7,028.56 and Rs 6,624.96.
“Bulls dominate the Pakistan Stock Exchange (PSX) as the KSE-100 index surged to an all-time high of 89,126 points, gaining 1,931 points or 2.22 percent, before closing at 88,945 points, up by 2.01 percent”, Muhammad Sohail, leading analyst and CEO of Topline Securities said.
Investor optimism is fuelled by expectations ahead of the upcoming monetary policy meeting scheduled for November 4, 2024, he added.
He said that the market sentiment suggests that two significant interest rate cuts may be on the horizon, prompting a wave of buying activity that propelled the index to its historic peak. Additionally, investors are shifting their fixed income portfolios into equities, further boosting market momentum.
Key contributors to the index’s rise included FFC, UBL, OGDC, EFERT, and MCB, which collectively added 935 points. In terms of value traded, UBL led the pack with Rs 3.1 billion, followed by ATRL at Rs 2.5 billion, and OGDC with Rs 1.9 billion.
The cement sector garnered significant investor interest ahead of the monetary policy meeting, with notable performances from GWLC (10%), ACPL (10%), PIOC (4.5%), KOHC (4.37%), and CHCC (4.01%), all closing higher than their previous day’s close.
BR Automobile Assembler Index gained 63.54 points or 0.35 percent to close at 18,076.48 points with 11.626 million shares.
BR Cement Index surged by 276.1 points or 3.12 percent to close at 9,133.79 points with 91.170 million shares.
BR Commercial Banks Index increased by 476.63 points or 1.95 percent to close at 24,978.59 points with 58.880 million shares.
BR Power Generation and Distribution Index soared by 214.16 points or 1.41 percent to close at 15,453.58 points with 130.701 million shares.
BR Oil and Gas Index added 156.28 points or 1.87 percent to close at 8,515.77 points with 48.738 million shares.
BR Tech. & Comm. Index closed at 4,269.33 points, up 37.59 points or 0.89 percent with 127.820 million shares.
Senior analyst Khurram Schehzad said that Pakistan stock market, as gauged by the KSE-100 index, has gone up by about 9.0 percent in October 2024 to date, closing at a high of 88,946 points, with a change or about 1,751, or 2.0 percent.
He said slowdown in inflation with persistence, leading to expectations of significant decline in policy rate, softening global oil prices and improving/stabilizing macros and clarity on political fronts, led to investor confidence and rally in the stock market, which has remained grossly undervalued, still trading below 6x its earnings.
Copyright Business Recorder, 2024",Business Recorder,Unprocessed
OGDCL begins oil & gas production from Sindh,,"Oct 24, 2024 12:13pm","Oil & Gas Development Company Limited (OGDCL), Pakistan’s largest exploration and production (E&P) company, has commenced production of oil and gas from its exploratory well Baloch-2 located in district of Sanghar, Sindh.","The E&P shared the development in a notice to the Pakistan Stock Exchange (PSX) on Thursday.
“We are pleased to announce that the well has now been brought into production in Sinjhoro block,” OGDCL said in its notice.
OGDCL finds new gas reserves in Sindh
It said that the company’s in-house expertise was key in delineating, drilling, and testing the structure.
“Drilled to a depth of 3,920 meters, the well is currently producing 350 barrels per day (bpd) of oil and 5 million standard cubic feet per day (mmscfd) of gas,” it said.
OGDCL informed the production is connected to the Sinjhoro Processing Plant, with gas being injected into the Sui Southern Gas Company Limited (SSGCL) network.
This venture is a collaboration between OGDCL (76% working interest), Orient Petroleum Inc. (19%), and GHPL (5%).
“OGDCL is focused on fast-tracking exploration, drilling, and production to enhance national energy security and contribute to Pakistan’s sustainable development,” the company said.
Back in August,OGDCL announced the discovery of gas condensatereserves at Baloch-2 well.
The discovery marked the first milestone in Sinjhoro block from Sembar Formation, said the listed company back then.
As per the company’s latest financial results,OGDCL reported a profit-after-tax (PAT)of Rs208.98 billion for fiscal year ended June 30, 2024.
PPL begins oil & gas production from Punjab
Earnings registered a decline of nearly 7% as compared to Rs224.62 billion in the same period of the previous year (SPLY).
The company also announced a final cash dividend of Rs4 per share i.e. 40%.",Business Recorder,Unprocessed
